policy_id,customer_name,gender,age,marital_status,state,city,pincode,aadhaar_masked,occupation_type,annual_income_Amount,bmi,tobacco_usage,physical_activity_level,policy_type,sum_insured,policy_start_date,claim_date,hospital_name,hospital_tier,room_category,cashless_claim,agent_channel,hospital_bill_amount,total_claim_amount
IND107955,Rudra Konda,female,18,Single,Karnataka,Bengaluru,503754,XXXX-XXXX-5248,Business,626790.19,21.91504635,none,high,family_floater,1000000,19/02/2021,17/04/2025,Mander Ltd Hospital,govt,semi-private,yes,aggregator,81000.25,78750.96
IND102255,Advay Dubey,Male,18,Married,Maharashtra,Mumbai,665331,XXXX-XXXX-5252,Self-employed,627146.1,35.06043904,smoking,high,family_floater,300000,24/05/2021,24/08/2023,Kota PLC Hospital,private_corporate,deluxe,yes,online,81028.99,78796.79
IND104759,Shaurya Pall,male,39,married,Delhi,New Delhi,357543,XXXX-XXXX-5253,Retired,627378.96,26.98989957,both,low,family_floater,1000000,17/10/2018,21/10/2020,"Bhandari, Kuruvilla and Gulati Hospital",private_small,semi-private,yes,online,81060.07,78796.86
IND106097,Falguni Zachariah,Female,43,Single,Uttar Pradesh,Noida,578129,XXXX-XXXX-5257,Retired,627543.82,30.66141475,none,high,senior_citizen,1000000,21/05/2018,21/01/2022,Menon PLC Hospital,private_small,general,yes,bancassurance,81069.9,78806.75
IND105451,Shivansh Bhatt,male,40,Divorced,Tamil Nadu,Coimbatore,198114,XXXX-XXXX-5270,Student,627592.16,21.16942862,none,moderate,individual,300000,18/06/2021,16/06/2023,Tak-Borra Hospital,private_small,deluxe,yes,agent,81102.45,78833.63
IND104088,Rajeshri Bir,Female,18,Married,Uttar Pradesh,Kanpur,121722,XXXX-XXXX-5271,Unemployed,627707.6,19.49176647,smoking,moderate,senior_citizen,5000000,10/05/2019,03/02/2020,Tella and Sons Hospital,govt,deluxe,no,online,81165.56,78844.59
IND101902,Jeet Mani,male,53,Single,Delhi,New Delhi,949602,XXXX-XXXX-5273,Retired,627739.39,19.93726277,none,low,individual,2000000,21/02/2023,25/03/2023,"Uppal, Bhargava and Chauhan Hospital",private_small,general,yes,aggregator,81181.06,78888.36
IND100398,Udarsh Karnik,Male,63,Married,West Bengal,Kolkata,301485,XXXX-XXXX-5278,Salaried,628406.28,30.36202873,smoking,moderate,individual,2000000,11/07/2023,01/09/2026,Contractor-Tara Hospital,private_small,deluxe,yes,bancassurance,81307.05,78952.51
IND105144,Aradhana Das,Female,42,Widowed,Karnataka,Mysuru,569009,XXXX-XXXX-5280,Business,628449.32,32.992958,smoking,low,individual,1000000,03/05/2023,17/08/2023,Peri Inc Hospital,private_corporate,general,no,online,81331.99,78997.73
IND106213,Yasti Kunda,Male,39,Married,Tamil Nadu,Coimbatore,749985,XXXX-XXXX-5285,Unemployed,629025.73,26.86511223,none,low,family_floater,1000000,05/03/2021,25/10/2023,Zachariah Group Hospital,govt,general,no,bancassurance,81332.57,79008.48
IND104680,Omaja Korpal,Male,55,Divorced,Tamil Nadu,Chennai,213707,XXXX-XXXX-5287,Business,629060.15,29.07454324,none,low,individual,500000,05/06/2022,17/11/2027,Rattan-Rajan Hospital,private_corporate,deluxe,yes,online,81350.98,79028.07
IND104200,Peter Deol,male,54,Married,Uttar Pradesh,Noida,425416,XXXX-XXXX-5289,Self-employed,629759.11,23.06474017,chewing,moderate,individual,2000000,03/03/2022,14/04/2027,Ghosh Ltd Hospital,private_small,general,yes,aggregator,81399.9,79044
IND107586,William Doctor,Male,36,Married,Delhi,New Delhi,318381,XXXX-XXXX-5298,Business,629798.3,28.65158222,smoking,low,senior_citizen,5000000,02/08/2020,10/10/2024,"Lad, Rajagopalan and Kalita Hospital",private_small,general,yes,bancassurance,81490.44,79110.54
IND107816,Michael Manne,Female,45,Divorced,Maharashtra,Nagpur,907394,XXXX-XXXX-5313,Retired,630606.33,26.84643771,none,low,individual,500000,31/05/2020,12/09/2023,"Thaman, Saini and Sankaran Hospital",private_small,semi-private,yes,aggregator,81538.52,79255.72
IND106845,Arya Merchant,female,39,Married,West Bengal,Kolkata,939230,XXXX-XXXX-5317,Self-employed,630815.31,21.72167966,smoking,moderate,individual,5000000,13/03/2020,21/12/2021,Nair and Sons Hospital,private_small,private,yes,online,81548.45,79267.73
IND105840,Sara Minhas,male,44,Widowed,Delhi,New Delhi,920528,XXXX-XXXX-5318,Salaried,630968.75,25.23251432,chewing,moderate,family_floater,5000000,27/03/2021,02/10/2022,"Rajan, Nori and Hans Hospital",private_corporate,deluxe,yes,online,81626.92,79272.21
IND104057,Pooja Pall,Male,42,Divorced,Uttar Pradesh,Kanpur,397992,XXXX-XXXX-5322,Salaried,631011.93,26.22552175,smoking,low,individual,500000,26/06/2021,05/11/2025,Ramachandran LLC Hospital,govt,semi-private,no,bancassurance,81682.9,79292.53
IND105733,Xiti Mutti,male,69,married,Karnataka,Bengaluru,354969,XXXX-XXXX-5333,Student,631714.51,24.66412153,none,low,senior_citizen,5000000,27/06/2021,09/05/2024,"Raja, Grover and Nori Hospital",private_corporate,private,yes,bancassurance,81710.58,79363.34
IND100312,Lila Manda,Male,63,married,Tamil Nadu,Chennai,732494,XXXX-XXXX-5334,Retired,631715.07,36.78042604,none,high,family_floater,1000000,06/12/2020,21/05/2021,Sant Ltd Hospital,private_corporate,semi-private,yes,agent,81735.58,79384.23
IND105097,Hredhaan Ram,Female,20,Divorced,Maharashtra,Pune,155469,XXXX-XXXX-5338,Student,631948.71,27.52770971,smoking,low,family_floater,1000000,29/10/2022,03/02/2028,Bath-Kurian Hospital,govt,semi-private,yes,agent,81749.92,79390
IND104526,Naksh Kakar,Male,57,Divorced,Delhi,New Delhi,527725,XXXX-XXXX-5341,Unemployed,632048.06,32.06466677,smoking,low,individual,500000,12/11/2021,10/12/2023,Andra Inc Hospital,private_corporate,semi-private,yes,bancassurance,81755.61,79409.74
IND105800,Abha Yogi,male,39,Divorced,West Bengal,Kolkata,716931,XXXX-XXXX-5345,Salaried,633466.66,28.60512979,none,moderate,senior_citizen,300000,09/11/2021,12/01/2026,"Rajan, Aurora and Patla Hospital",govt,semi-private,no,bancassurance,81807.15,79420.92
IND106952,Dayamai Bhandari,Female,49,Widowed,Uttar Pradesh,Noida,673009,XXXX-XXXX-5352,Student,633607.36,29.3724957,none,high,individual,5000000,14/01/2018,14/02/2022,"Bhandari, Borra and Deo Hospital",private_corporate,semi-private,no,agent,81821.23,79435.83
IND104213,Onveer Merchant,male,53,Divorced,Uttar Pradesh,Kanpur,554461,XXXX-XXXX-5354,Student,633884.54,22.81087239,smoking,high,individual,500000,15/09/2020,13/12/2020,"Bava, Kant and Nayar Hospital",private_corporate,deluxe,no,agent,81862.59,79438.14
IND102893,Nidra Pall,female,69,Married,Maharashtra,Pune,612867,XXXX-XXXX-5357,Retired,634555.21,30.54277741,smoking,low,individual,2000000,16/12/2019,28/10/2022,Mall-Toor Hospital,private_corporate,deluxe,no,online,81881.08,79444.41
IND106715,Nachiket Bandi,Male,23,Widowed,Uttar Pradesh,Kanpur,549068,XXXX-XXXX-5358,Student,634815.54,30.25726616,smoking,moderate,family_floater,1000000,19/09/2020,26/07/2021,Pau-Dani Hospital,private_small,general,yes,bancassurance,81922.77,79459.85
IND105321,Lucky Pall,Male,58,married,Maharashtra,Mumbai,172606,XXXX-XXXX-5361,Self-employed,635283.84,26.91858321,none,low,senior_citizen,500000,05/08/2021,23/01/2024,Prabhu-Swaminathan Hospital,private_corporate,private,yes,online,81928.66,79469.36
IND107696,Indrajit Venkatesh,Male,45,Single,Uttar Pradesh,Noida,936591,XXXX-XXXX-5363,Self-employed,635510.85,26.65883746,both,moderate,individual,1000000,10/04/2023,02/12/2026,"Kaul, Dayal and Kala Hospital",private_corporate,semi-private,no,bancassurance,82011.1,79483.86
IND106782,Finn Bali,Male,48,Divorced,Karnataka,Bengaluru,436462,XXXX-XXXX-5372,Self-employed,635751.02,26.15792328,none,moderate,family_floater,1000000,10/01/2019,28/02/2022,Bumb LLC Hospital,govt,semi-private,yes,aggregator,82033.26,79537.16
IND105896,Shaurya Natt,Male,23,married,Uttar Pradesh,Kanpur,583607,XXXX-XXXX-5374,Student,635786.03,22.43784798,none,moderate,family_floater,1000000,20/10/2018,19/08/2019,Ratta PLC Hospital,private_corporate,private,yes,online,82033.79,79540.27
IND103021,Yasti Gole,Male,49,Divorced,Uttar Pradesh,Lucknow,647093,XXXX-XXXX-5377,Student,635891.98,28.96038861,both,moderate,family_floater,5000000,14/01/2022,03/05/2027,Bajwa and Sons Hospital,private_small,private,no,agent,82040.06,79568.87
IND103729,Mekhala Purohit,female,51,Single,Maharashtra,Pune,890806,XXXX-XXXX-5379,Student,636568.38,31.02786465,smoking,high,family_floater,300000,09/11/2018,13/11/2022,Chaudry PLC Hospital,private_corporate,general,no,aggregator,82105.44,79591.91
IND102220,Amruta Barad,Male,45,Single,Maharashtra,Nagpur,681757,XXXX-XXXX-5385,Student,637567.44,23.55584381,none,moderate,family_floater,500000,22/04/2020,20/06/2024,"Tandon, Lanka and Chada Hospital",private_corporate,general,yes,aggregator,82107,79616.36
IND106672,Lohit Nadig,Female,18,Widowed,Tamil Nadu,Coimbatore,406222,XXXX-XXXX-5386,Unemployed,637892.89,33.22460127,none,low,family_floater,5000000,12/02/2021,04/05/2025,Johal LLC Hospital,private_corporate,semi-private,no,aggregator,82114.69,79623.61
IND102954,Tara Purohit,Male,40,Single,Uttar Pradesh,Lucknow,944572,XXXX-XXXX-5387,Salaried,638397.1,26.24163373,none,high,individual,300000,12/01/2018,16/01/2021,"Jhaveri, Lad and Gokhale Hospital",private_corporate,general,no,bancassurance,82121.85,79657.45
IND106583,Aachal Dey,Male,34,Single,Uttar Pradesh,Noida,809577,XXXX-XXXX-5391,Salaried,638988.42,22.13424886,none,moderate,individual,1000000,15/09/2018,26/07/2023,"Rama, Jayaraman and Sunder Hospital",private_corporate,private,yes,online,82128.24,79661.81
IND102842,Daksha Ravi,Male,65,Married,Delhi,New Delhi,595410,XXXX-XXXX-5397,Unemployed,639756.93,21.31415509,none,high,individual,1000000,21/08/2022,30/12/2024,Sidhu PLC Hospital,private_corporate,private,yes,agent,82288.5,79738.73
IND102656,Hemangini Menon,Male,40,married,Uttar Pradesh,Noida,446057,XXXX-XXXX-5407,Retired,639790.74,38.32350992,none,low,senior_citizen,300000,26/05/2022,22/06/2026,"Dhar, Pandit and Karpe Hospital",private_small,deluxe,no,agent,82312.46,79792.18
IND107907,Lucky Din,Male,60,Widowed,Karnataka,Bengaluru,428421,XXXX-XXXX-5417,Retired,639861.88,29.52007701,smoking,low,individual,300000,16/05/2021,16/06/2025,Rau Inc Hospital,private_small,private,yes,online,82341.52,79798.85
IND100503,Mitali Prasad,female,51,Married,Maharashtra,Nagpur,937989,XXXX-XXXX-5418,Salaried,640019.4,29.27899834,chewing,moderate,family_floater,2000000,11/06/2020,29/06/2021,Mann-Kota Hospital,private_small,deluxe,no,aggregator,82377.58,79904.4
IND103976,Yochana Khare,Male,56,Divorced,West Bengal,Kolkata,233511,XXXX-XXXX-5419,Unemployed,640027.05,22.18057872,none,low,individual,2000000,01/10/2020,07/09/2025,"Baria, Rai and Vaidya Hospital",private_corporate,deluxe,no,bancassurance,82396.87,79936.6
IND105919,Reva Prasad,female,78,Widowed,Maharashtra,Nagpur,869067,XXXX-XXXX-5424,Business,640133.06,31.6689776,smoking,low,family_floater,300000,02/11/2023,28/05/2026,Dhawan Group Hospital,private_small,general,no,bancassurance,82437.06,79954.4
IND103877,Sai Shukla,male,48,Married,West Bengal,Kolkata,596602,XXXX-XXXX-5425,Retired,640450.93,25.92254989,none,low,individual,1000000,18/07/2021,07/12/2025,"Lall, Tata and Dutt Hospital",private_small,general,yes,agent,82461,79959.48
IND103244,Priya Bhattacharyya,Male,19,Single,Tamil Nadu,Coimbatore,701866,XXXX-XXXX-5430,Unemployed,640538.25,21.43222544,none,moderate,individual,2000000,09/01/2023,02/07/2027,"Rastogi, Kumer and Master Hospital",private_small,private,no,aggregator,82469.57,79981.54
IND107135,Panini Dutt,female,54,Single,West Bengal,Kolkata,356137,XXXX-XXXX-5431,Business,641918.96,22.11447094,smoking,moderate,senior_citizen,500000,31/05/2023,21/08/2027,Kade Group Hospital,private_corporate,deluxe,yes,bancassurance,82477.89,80033.21
IND102986,Indali Raman,Male,29,Widowed,West Bengal,Kolkata,946188,XXXX-XXXX-5433,Self-employed,642464.88,27.06013406,none,moderate,individual,5000000,28/05/2018,27/11/2021,Hegde PLC Hospital,private_corporate,semi-private,yes,aggregator,82492.1,80053.39
IND107994,Maanas Gala,Female,27,Widowed,Maharashtra,Nagpur,210922,XXXX-XXXX-5434,Retired,642860.39,19.07354546,chewing,moderate,family_floater,300000,12/07/2018,23/01/2020,Sha Inc Hospital,private_small,semi-private,yes,bancassurance,82526.99,80082.35
IND107727,Suhani Nazareth,male,48,Widowed,Karnataka,Bengaluru,795594,XXXX-XXXX-5439,Business,643616.16,23.78621691,none,low,individual,2000000,22/09/2019,06/07/2024,Singhal-Datta Hospital,private_small,private,yes,online,82646.89,80094.22
IND104821,Zilmil Krishnamurthy,male,18,Divorced,Tamil Nadu,Chennai,98716,XXXX-XXXX-5447,Self-employed,643620.4,32.76478061,none,moderate,individual,1000000,09/05/2021,03/07/2025,"Chand, Bora and Bhattacharyya Hospital",private_small,deluxe,yes,online,82664.28,80125.49
IND106374,Nisha Sami,Male,50,Married,Tamil Nadu,Chennai,185514,XXXX-XXXX-5451,Business,643914.81,25.89980109,none,moderate,individual,500000,28/12/2018,20/07/2020,"Johal, Thakur and Subramanian Hospital",private_corporate,general,yes,bancassurance,82688.27,80173.32
IND104145,Diya Batra,female,37,Married,Tamil Nadu,Chennai,952812,XXXX-XXXX-5456,Retired,644063.97,25.01426334,none,low,senior_citizen,2000000,22/03/2022,12/04/2026,Rajagopalan-Iyer Hospital,private_small,private,no,agent,82713.66,80196.76
IND105562,Warinder Borah,Female,18,married,Tamil Nadu,Coimbatore,872468,XXXX-XXXX-5458,Business,644685.33,31.19508654,none,moderate,individual,5000000,22/12/2018,07/07/2023,"De, Kunda and Rajagopal Hospital",private_corporate,semi-private,no,bancassurance,82728.1,80199.58
IND102729,Kala Chakrabarti,Male,26,Single,Uttar Pradesh,Noida,628005,XXXX-XXXX-5461,Unemployed,644719.37,23.91813741,none,moderate,family_floater,5000000,27/02/2018,13/07/2018,Sem and Sons Hospital,private_small,general,yes,aggregator,82730.44,80220.49
IND100883,Saumya Soman,Male,45,Widowed,Karnataka,Mysuru,788159,XXXX-XXXX-5465,Unemployed,644747.11,27.61071234,none,low,individual,500000,27/10/2023,02/01/2026,Ramanathan Ltd Hospital,private_small,general,yes,agent,82775.89,80231.23
IND103994,Kashvi Nazareth,Male,25,Divorced,West Bengal,Kolkata,504848,XXXX-XXXX-5466,Unemployed,644755.89,25.68788353,none,moderate,individual,2000000,12/10/2022,08/02/2027,Dugar-Bhattacharyya Hospital,govt,general,yes,agent,82777.03,80232.32
IND101983,Januja Sibal,male,58,Divorced,West Bengal,Kolkata,868654,XXXX-XXXX-5467,Salaried,644856.94,28.36136607,none,low,individual,500000,26/09/2023,21/06/2025,Jayaraman-Chada Hospital,private_small,general,yes,aggregator,82812.35,80277.53
IND106069,Garima Agarwal,Male,42,Divorced,Maharashtra,Nagpur,608868,XXXX-XXXX-5468,Self-employed,645941.5,16.47230056,none,low,family_floater,1000000,04/04/2021,19/10/2021,Bera PLC Hospital,private_corporate,semi-private,yes,agent,82838.21,80302.45
IND100135,Naksh Chandra,female,78,Married,Uttar Pradesh,Kanpur,64738,XXXX-XXXX-5470,Student,646022.63,22.13573288,none,high,family_floater,300000,01/11/2018,26/05/2021,"Sarna, Samra and Varughese Hospital",private_small,general,yes,aggregator,82865.93,80319.36
IND105886,Onkar Sabharwal,Male,38,Divorced,Maharashtra,Pune,994164,XXXX-XXXX-5473,Salaried,647961.12,27.39309431,none,high,senior_citizen,2000000,01/10/2022,22/02/2024,Cherian PLC Hospital,private_small,private,yes,bancassurance,82968.89,80362.54
IND100083,Yagnesh Bahri,male,31,Widowed,Tamil Nadu,Coimbatore,804827,XXXX-XXXX-5474,Unemployed,648040.17,17.56863147,smoking,low,family_floater,5000000,10/11/2023,05/07/2027,Bhatt Group Hospital,govt,deluxe,yes,bancassurance,82973.31,80390.59
IND103410,Charan Chandra,Male,47,Widowed,West Bengal,Kolkata,507311,XXXX-XXXX-5475,Student,648305.71,32.2027895,none,low,family_floater,5000000,29/02/2020,26/04/2025,Soman LLC Hospital,private_corporate,deluxe,yes,aggregator,82977,80412.38
IND101730,Urvashi Goda,male,57,Divorced,Delhi,New Delhi,789115,XXXX-XXXX-5477,Self-employed,648423,32.65873028,smoking,moderate,family_floater,500000,18/05/2018,23/11/2020,Parsa and Sons Hospital,private_small,general,no,online,82977.13,80435.17
IND107685,Ekbal Varghese,Female,18,Divorced,Tamil Nadu,Chennai,998449,XXXX-XXXX-5481,Unemployed,649045.79,19.22156239,chewing,high,senior_citizen,1000000,05/12/2023,06/04/2029,Singhal Ltd Hospital,private_small,semi-private,yes,online,83012.81,80461.83
IND104711,Saksham Narayanan,Male,19,Married,Uttar Pradesh,Kanpur,670079,XXXX-XXXX-5487,Business,649101.63,21.3964833,none,low,family_floater,1000000,26/12/2019,16/04/2022,Lala-Ganguly Hospital,private_small,general,yes,bancassurance,83041.94,80462.31
IND103902,Upadhriti Lad,female,45,Married,Uttar Pradesh,Kanpur,507034,XXXX-XXXX-5497,Business,649125.12,27.21157129,smoking,low,senior_citizen,2000000,30/09/2020,30/07/2025,Om-Narain Hospital,private_corporate,private,yes,bancassurance,83065.39,80501.24
IND101924,Arin Saha,male,18,Married,Delhi,New Delhi,362682,XXXX-XXXX-5504,Self-employed,649145.62,29.08770435,both,low,individual,2000000,16/07/2022,18/04/2026,Gala PLC Hospital,private_corporate,deluxe,yes,aggregator,83160.14,80583.65
IND107137,Wyatt Uppal,male,24,married,Maharashtra,Mumbai,102003,XXXX-XXXX-5515,Retired,649461.6,26.61979203,none,low,family_floater,300000,29/06/2019,24/01/2022,Sibal Ltd Hospital,private_corporate,general,yes,aggregator,83208.79,80661.3
IND107790,Jeremiah Pingle,Female,51,Married,West Bengal,Kolkata,224508,XXXX-XXXX-5520,Student,649945.99,21.66369441,none,moderate,family_floater,1000000,01/07/2018,11/02/2022,Dyal-Sundaram Hospital,private_small,deluxe,no,online,83213,80674.44
IND107052,Bhavini Khurana,Female,27,Widowed,Tamil Nadu,Chennai,521761,XXXX-XXXX-5524,Self-employed,650339.82,23.60264259,none,low,senior_citizen,2000000,20/02/2019,30/11/2021,Baria PLC Hospital,private_small,deluxe,yes,bancassurance,83229.38,80764.98
IND105727,Ishaan Srinivasan,Male,26,Married,Tamil Nadu,Chennai,378548,XXXX-XXXX-5525,Retired,650410.71,24.11493521,none,high,individual,500000,19/11/2020,21/12/2020,Mannan-Narang Hospital,govt,private,yes,aggregator,83241.22,80771.73
IND103714,Arin Chadha,Female,30,married,Tamil Nadu,Coimbatore,403708,XXXX-XXXX-5526,Self-employed,650452.42,31.59880939,chewing,moderate,individual,500000,16/02/2022,16/11/2023,Bains-Bandi Hospital,private_corporate,general,yes,bancassurance,83252.34,80773.46
IND103969,Ranbir Kibe,Female,35,Widowed,Delhi,New Delhi,162571,XXXX-XXXX-5527,Business,650539.89,33.3000495,none,low,senior_citizen,500000,20/12/2020,21/02/2025,Koshy-Madan Hospital,private_corporate,private,yes,bancassurance,83271.22,80805.94
IND100265,Lajita Krish,Male,57,Divorced,Delhi,New Delhi,387796,XXXX-XXXX-5530,Unemployed,650717.32,23.28490432,none,moderate,family_floater,5000000,21/04/2018,30/01/2023,Khatri-Grewal Hospital,private_corporate,private,yes,agent,83313.82,80816.44
IND102445,Kalpit Mani,Male,40,Divorced,Uttar Pradesh,Lucknow,433821,XXXX-XXXX-5533,Salaried,650905.24,20.4914512,smoking,high,family_floater,300000,22/11/2021,14/02/2026,Madan LLC Hospital,private_corporate,deluxe,no,aggregator,83322.59,80818.41
IND103067,Manbir Tak,Female,40,Divorced,Karnataka,Bengaluru,907346,XXXX-XXXX-5547,Business,651807.35,29.0443033,none,low,family_floater,5000000,28/09/2023,17/06/2028,"Deol, Anne and Garde Hospital",private_corporate,semi-private,no,online,83391.31,80839.92
IND105110,Qadim Gill,male,85,married,Delhi,New Delhi,644656,XXXX-XXXX-5548,Student,651850.04,25.62877269,none,low,individual,2000000,29/07/2019,14/09/2021,Ahuja Ltd Hospital,private_small,semi-private,yes,online,83434,80862.48
IND106040,Ekantika Sant,male,63,Single,Maharashtra,Pune,148315,XXXX-XXXX-5552,Student,651947.3,22.26353239,none,moderate,individual,1000000,18/07/2019,19/03/2023,Rama Group Hospital,govt,general,yes,agent,83443.82,80895.03
IND107573,Pranit Varughese,female,28,Divorced,Karnataka,Bengaluru,971820,XXXX-XXXX-5554,Student,652147.17,25.7574596,none,low,individual,1000000,28/08/2018,28/02/2019,Dhillon-Shan Hospital,private_corporate,semi-private,yes,online,83445.08,80945.46
IND102045,Janaki Datta,female,49,Widowed,Tamil Nadu,Coimbatore,321792,XXXX-XXXX-5557,Business,652320.56,23.55304444,none,low,individual,300000,07/06/2022,10/08/2025,"Dhaliwal, Brar and Devan Hospital",private_corporate,deluxe,yes,online,83465,80967.08
IND103908,Lucky Mistry,Male,18,Single,Uttar Pradesh,Kanpur,270651,XXXX-XXXX-5562,Unemployed,652769.08,25.30375602,smoking,low,family_floater,1000000,05/08/2021,19/03/2023,Goyal-Sant Hospital,private_corporate,deluxe,yes,aggregator,83480.45,81020.55
IND102956,Saksham Warrior,male,51,Married,Tamil Nadu,Coimbatore,879286,XXXX-XXXX-5563,Retired,652889.56,27.84866572,chewing,moderate,individual,5000000,12/08/2021,30/03/2025,Borde Inc Hospital,private_small,private,yes,agent,83484.67,81039.47
IND103576,Divya Seth,Male,41,Divorced,Tamil Nadu,Coimbatore,572684,XXXX-XXXX-5567,Unemployed,653475.63,21.69792559,none,moderate,family_floater,300000,04/08/2022,14/01/2024,Parmer Ltd Hospital,private_small,deluxe,yes,agent,83568.65,81237.29
IND105657,Akshay Lal,Male,56,Widowed,Uttar Pradesh,Lucknow,67590,XXXX-XXXX-5573,Self-employed,653867.29,27.04296482,smoking,moderate,senior_citizen,500000,24/01/2023,18/11/2025,"Nagarajan, Purohit and Bhargava Hospital",private_small,private,yes,agent,83591.89,81312.66
IND104950,Vedika Bhargava,Male,23,Divorced,Delhi,New Delhi,399645,XXXX-XXXX-5579,Business,654531.73,24.15490109,none,moderate,family_floater,1000000,21/03/2021,24/06/2025,Mukherjee PLC Hospital,private_small,general,yes,aggregator,83615.31,81345.05
IND103289,Azad Dutta,Male,37,Single,Tamil Nadu,Chennai,193519,XXXX-XXXX-5581,Student,654684.2,30.77364844,both,low,family_floater,1000000,25/11/2022,01/03/2025,"Mani, Natarajan and Sarkar Hospital",private_corporate,deluxe,yes,bancassurance,83627.47,81380.15
IND102094,Eiravati Kunda,female,49,Widowed,Tamil Nadu,Coimbatore,357859,XXXX-XXXX-5582,Unemployed,655141.43,15,none,low,family_floater,300000,02/09/2020,27/02/2021,"Chada, Kata and Thakkar Hospital",private_corporate,general,yes,aggregator,83637.18,81380.49
IND101338,Saumya Setty,Male,38,Divorced,West Bengal,Kolkata,922749,XXXX-XXXX-5585,Student,655449.85,20.9709067,none,low,individual,5000000,16/12/2020,30/04/2021,Rajagopalan LLC Hospital,private_small,semi-private,yes,bancassurance,83688.01,81419.02
IND102495,Dalaja Mani,Female,18,Widowed,West Bengal,Kolkata,587339,XXXX-XXXX-5586,Salaried,655617.97,22.14971849,chewing,moderate,individual,500000,21/03/2023,11/08/2028,Murthy Ltd Hospital,private_corporate,private,yes,agent,83701.08,81424.52
IND104159,Jeet Pandey,Male,70,Married,Delhi,New Delhi,937642,XXXX-XXXX-5593,Retired,655834.38,16.91121701,none,high,family_floater,2000000,05/07/2021,01/03/2026,Pai LLC Hospital,govt,general,yes,bancassurance,83741.31,81433.46
IND101118,Vasatika Ahuja,female,57,Widowed,Karnataka,Bengaluru,478387,XXXX-XXXX-5600,Retired,656392.2,23.5518271,smoking,low,family_floater,2000000,26/04/2022,04/09/2022,"Agrawal, Batra and Tata Hospital",private_corporate,private,yes,aggregator,83772.51,81518.32
IND107209,Sudiksha Chand,male,58,Single,Tamil Nadu,Coimbatore,803764,XXXX-XXXX-5608,Business,656721.65,31.00664985,none,moderate,individual,1000000,17/04/2021,30/04/2022,Pandya Group Hospital,private_small,general,yes,bancassurance,83780,81532.85
IND103632,Ayush Bail,Male,25,Widowed,Karnataka,Mysuru,700073,XXXX-XXXX-5613,Salaried,656726.2,30.8088691,smoking,low,individual,500000,23/11/2021,22/08/2026,"Chada, Bora and Chokshi Hospital",govt,general,yes,aggregator,83787.57,81614.74
IND101116,Gavin Tara,male,18,Widowed,West Bengal,Kolkata,240082,XXXX-XXXX-5617,Business,656726.69,18.8804308,none,moderate,family_floater,2000000,02/09/2022,18/03/2023,Shukla-Bhavsar Hospital,private_small,semi-private,no,online,83812.81,81614.95
IND107395,Harish Swaminathan,Male,54,Single,Tamil Nadu,Chennai,500048,XXXX-XXXX-5618,Business,656810.24,31.04871943,chewing,high,individual,2000000,29/09/2018,28/10/2022,"Mann, Mukhopadhyay and Bora Hospital",govt,private,no,agent,83827.82,81643.54
IND104483,Sai Kalla,female,25,Divorced,Maharashtra,Mumbai,178011,XXXX-XXXX-5619,Self-employed,657007.33,34.11837142,none,moderate,senior_citizen,2000000,14/02/2023,27/08/2023,Gera-Dara Hospital,private_corporate,semi-private,yes,bancassurance,83830.13,81649.19
IND104345,Rayaan Hayer,Male,42,Widowed,West Bengal,Kolkata,439297,XXXX-XXXX-5624,Student,657248.19,20.86147267,chewing,moderate,family_floater,1000000,03/08/2020,01/09/2024,Pandey Inc Hospital,private_corporate,private,yes,aggregator,83844.03,81667.69
IND106846,Logan Srivastava,Male,58,married,Tamil Nadu,Coimbatore,915525,XXXX-XXXX-5625,Salaried,657380.97,31.30545677,none,high,family_floater,300000,12/07/2022,19/03/2026,Hayre-Ratta Hospital,private_small,general,yes,aggregator,83887.13,81698.01
IND105401,Yasti Varma,female,54,Married,Tamil Nadu,Chennai,329497,XXXX-XXXX-5636,Unemployed,657490.39,29.11987491,smoking,high,senior_citizen,2000000,27/12/2020,20/04/2021,Chaudhry-Morar Hospital,private_small,semi-private,yes,online,83890.65,81711.97
IND104254,Zansi Dua,Male,42,Widowed,West Bengal,Kolkata,859459,XXXX-XXXX-5637,Self-employed,657834.71,23.27039034,none,low,individual,2000000,25/05/2019,03/04/2021,"Madan, Sekhon and Jain Hospital",private_corporate,general,yes,online,83918.98,81798.3
IND103977,Anita Naidu,female,46,Divorced,Delhi,New Delhi,928865,XXXX-XXXX-5642,Salaried,658081.41,23.33441672,smoking,low,senior_citizen,300000,19/01/2023,22/10/2023,Sama and Sons Hospital,private_corporate,semi-private,yes,agent,84051.26,81917
IND100506,Ekbal Gulati,male,49,married,Uttar Pradesh,Noida,900011,XXXX-XXXX-5647,Student,658644.5,24.58849193,none,low,family_floater,5000000,07/03/2018,06/11/2018,Kala-Merchant Hospital,private_corporate,semi-private,yes,aggregator,84065.44,81917.29
IND100395,Riya Oak,Female,42,Single,Uttar Pradesh,Kanpur,350127,XXXX-XXXX-5648,Retired,659314.9,21.38015995,chewing,low,individual,2000000,03/07/2018,17/02/2021,Bali LLC Hospital,private_small,general,no,agent,84148.88,81939.54
IND100786,Geetika Date,Male,33,Single,Tamil Nadu,Chennai,817204,XXXX-XXXX-5650,Retired,659410.44,28.50531624,none,moderate,individual,300000,17/12/2021,23/10/2024,Krish-Keer Hospital,private_corporate,private,no,aggregator,84212.07,82005.82
